15.6123,8.5289
11.399809,13.18769
4.0491,20.9467
6.5291,15.5507
2.2232,17.3404
11.72065,12.977761
11.534175,14.03386
15.8731,12.48391
7.5302,16.7557
7.0028,13.04543
2.4355,18.6785
17.3355,21.4917
19.8147,6.5844
12.09351,13.0518139
5.3479,4.6017
10.63692,13.006794
10.91866,17.3532
11.86555,15.6051
11.450927,13.52688
21.532,16.9241
10.76482,12.89779
10.82545,15.9547
6.4552,3.7749
7.7834,15.3166
3.8504,17.3448
9.9889,13.3584
9.9587,13.5852
11.6676,13.077934
11.514879,11.7835
14.5498,12.21318
11.32608,17.3513
16.5682,11.4769
3.6953,20.4934
1.4635,14.3111
10.0391,13.68272
12.9934,11.0896
11.60127,12.92314
8.4933,8.1063
10.69263,12.51565
10.64405,13.49542
11.02328,12.80261
10.76969,12.57776
10.0041,23.616
13.4453,2.309
3.8768,5.3568
18.4862,21.4419
11.66955,14.8585
0.944,12.80377
11.384437,12.29597
10.2396,16.8034
11.556905,13.21625
14.5417,17.1118
3.3572,19.1904
13.6608,10.9865
1.412,9.4554
10.4126,3.4081
15.0516,11.4733
9.3909,19.0869
20.6371,16.672
11.28916,13.23835
12.08721,13.69218
11.68137,12.81827
11.546763,12.74465
11.517499,13.40276
10.64639,17.2759
2.9993,6.8974
7.5636,8.3172
9.1832,4.4827
18.8456,7.307
14.121,8.9602
10.2329,16.7616
22.46,16.9553
11.12249,13.27371
13.2741,1.452
10.5139,7.029
11.78772,7.176
2.0612,14.7067
10.0353,13.61698
14.4943,18.9485
11.80681,12.983055
11.45674658,13.140394
8.5755,23.098
20.6249,14.2218
2.4617,18.4729
11.86801,12.48828
8.2977,17.2807
8.3547,17.5842
12.10463,13.030365
14.8144,11.2524
6.4069,13.9854
11.4561525,13.0627942
15.2279,2.038
13.8808,8.6964
7.4805,14.8667
11.506213,13.152512
11.33702,12.0002
16.3058,9.2852
11.77685,13.013193
11.401693,3.4074
5.2469,8.1402
7.2483,7.6067
11.527273,12.79716
18.9401,7.2239
16.2543,16.7848
11.35023,13.014248
1.9209,11.3176
9.4481,22.419
11.32981,12.866
11.86633,12.49872
7.8279,17.2117
11.413943,12.81968
4.9359,2.989
8.3531,17.0363
11.26427,13.69007
7.5432,16.3488
1.7946,18.4812
14.4512,14.7735
17.6139,20.3112
5.2677,20.9758
19.9689,10.4963
11.17398,13.98269
5.4235,13.48391
10.4214,7.3548
16.9973,12.3033
19.2806,6.5886
21.2841,9.5306
11.83084,12.67049
3.8574,7.8122
6.3116,4.9552
2.4084,15.9795
11.99953,13.9074
5.6855,14.2222
14.3703,15.2731
11.77476,13.126344
16.6548,4.6307
11.4480236,13.072206
5.6023,6.1248
21.517,13.85209
11.11889,13.24252
8.1484,10.4041
15.8641,21.1159
12.31674,18.4789
17.5413,9.9762
10.2664,12.95755
11.515414,14.6335
10.74712,13.06012907
13.9196,17.7894
8.3617,8.6918
5.2343,20.5528
12.20537,12.06163
17.1116,17.4557
10.73424,13.38429
17.7463,12.45209
4.6492,18.9947
12.16092,12.56991
9.4565,17.0896
4.8193,6.2871
14.1353,18.2608
11.12124,12.76741
11.28865,12.16624
11.25669,13.28243
11.507856,13.004408
7.6496,17.5964
6.0161,4.753
21.711,17.0524
18.8117,8.8851
8.5108,10.7507
20.8074,7.9916
10.74287,13.52941
8.3888,8.4912
10.88927,12.26902
11.31931,12.984392
9.3006,3.046
5.1697,15.1673
10.2729,24.416
11.77908,11.711
16.5287,4.2701
11.468485,12.42391
4.5359,10.1961
12.00444,22.4358
8.9422,16.9269
6.9428,15.7753
11.27456,13.33463
11.88622,13.093816
15.1588,2.74
13.5927,10.3087
6.2169,15.4205
6.3047,22.7554
11.9936,14.5272
17.8056,5.3385
7.0094,16.0814
13.7796,9.3695
11.71006,13.25729
16.0241,20.848
20.8354,9.1664
11.381066,-0.033
10.9705,13.085062
12.0864,13.70378
10.62179,12.42425
11.84549,22.5697
2.3438,15.1604
7.9971,8.7183
2.7349,15.1705
10.418,12.53756
20.0477,7.0926
12.24574,13.5727
11.23305,13.00641
10.2096,8.8644
11.90039,13.69009
5.8368,4.5648
4.5538,12.0017
21.1017,17.6107
16.0919,13.36835
14.7859,15.7163
14.0219,7.9879
12.8702,13.89154
1.9826,15.581
11.412674,13.05081
7.2239,10.1532
10.2407,12.25438
11.66042,12.79475
14.9953,17.769
11.73473,12.32106
11.73105,13.83057
11.4594698,12.95787
19.2578,19.555
11.09878,24.061
17.1448,5.8469
21.961,11.9141
11.404983,17.4255
12.10682,12.75549
0.041,11.228
16.7088,13.3189
11.4587505,13.34963
10.3743,3.8027
11.20568,14.1459
3.7268,10.5577
8.375,9.5463
20.8109,12.06485
15.3614,17.9944
10.58836,12.20247
12.7013,19.0006
11.22352,22.2812
12.01112,9.6227
11.541171,13.12826
0.935,11.1209
6.229,16.3785
11.421233,13.0536645
18.6343,18.2535
11.542367,13.19122
10.86655,12.0163
10.3586,7.1774
21.1257,12.53473
7.6436,17.0151
9.7055,7.4641
18.0889,5.5678
15.2423,11.571
10.37,12.6036
13.1185,17.0753
11.383482,13.134691
8.5868,3.041
11.393898,13.6368
7.4527,15.6519
5.0585,21.0964
6.1834,14.4393
14.6011,17.4747
21.2971,9.3292
18.8335,5.0425
22.104,12.70778
11.2389,13.70991
11.439496,13.090851
9.9296,12.6125
11.08481,12.2286
17.2011,6.151
6.7858,14.4894
2.7519,14.993
13.4581,10.4374
5.4678,5.3158
12.7891,15.4733
11.99066,17.1922
13.4988,22.5726
14.4455,10.1204
11.390512,13.91582
11.96684,13.44001
7.035,11.7014
12.5907,14.0951
19.0582,7.6135
8.7141,9.1179
9.0926,9.571
7.5119,18.1224
0.329,12.91093
5.991,20.784
11.391821,13.0559662
19.9386,7.8355
11.13828,17.8598
7.0415,12.26149
14.9692,9.0152
11.4548141,12.91082
13.3345,12.978112
10.99525,12.41888
16.9174,19.0539
5.3541,19.1005
12.7558,19.3153
9.6909,13.67674
17.331,5.5048
11.11545,12.91052
6.1132,12.59221
22.551,7.9679
11.26997,13.7007
14.0142,18.9935
-0.057,9.2685
9.5692,13.7189
12.6203,14.1052
11.58993,12.73254
11.411291,13.20851
1.8071,13.72156
11.22893,13.55304
0.04,9.4797
5.3,21.4613
5.5446,22.1303
10.75154,18.7924
20.3854,10.1331
11.536055,13.28412
15.6491,17.0698
9.9432,12.1147
15.992,5.8837
11.07247,13.62773
13.2838,12.89464
5.8051,15.9745
12.30203,18.277
15.5815,11.165
20.8145,14.00549
11.503347,13.34158
1.6673,8.9086
7.6252,9.6312
14.987,13.107251
11.59971,13.087478
10.2034,8.1915
11.549199,12.965435
15.5586,10.9106
13.0543,9.0139
21.3529,17.6995
10.59394,10.8783
11.62493,13.135485
9.0623,11.728
1.056,9.8695
10.0399,12.58127
6.5353,22.5533
8.5215,23.216
2.0559,16.4528
11.424359,13.73777
12.25251,13.70765
9.7169,7.0549
11.4544426,13.06083855
11.438972,13.041296
5.5261,14.6413
14.2257,3.832
11.32791,13.52368
11.47814,13.035923
11.91563,1.716
20.8532,15.8516
20.6331,18.0968
9.6004,16.9669
11.62423,13.41083
16.431,10.9339
15.1431,14.6913
11.498535,13.02058
12.03152,13.62578
3.1304,16.7741
11.59325,13.18702
20.7815,17.7733
15.5979,15.0174
15.5582,12.70678
12.19625,17.5858
13.3699,13.156638
21.2759,14.0137
8.8796,13.4978
14.7555,3.4894
5.8689,11.2177
12.42781,7.3482
11.1091,12.62133
11.381728,12.963637
10.116,10.2839
11.84787,13.26776
11.58983,11.9487
16.9652,20.722
14.1479,9.4834
16.4671,11.7431
11.62834,13.2512
5.1797,20.8372
11.271,12.6937
15.3234,13.35933
6.1689,14.5802
10.60765,13.19031
11.9553,13.97545
9.7517,8.2614
10.66374,19.0451
11.35332,12.80824
22.608,11.7058
-0.257,11.9732
11.425402,13.013835
11.80815,8.4055
10.53029,14.05556
2.3323,9.6
11.509542,12.54629
11.7078,12.89151
14.6398,9.6572
2.5547,13.98564
15.1434,9.9571
7.7575,1.554
9.8635,12.46246
11.02439,22.6873
12.5603,12.35065
8.1693,11.682
11.443358,13.040754
17.9914,12.986714
16.858,13.569
11.20902,12.34164
11.86891,12.26378
12.19822,18.7067
14.8647,8.0104
20.5606,8.4122
17.7869,12.6146
11.17218,13.119353
11.2257,12.7295
4.3253,23.773
7.4342,10.3042
5.2034,4.9497
17.3935,3.5735
12.12686,22.1656
6.0152,9.822
17.3724,13.16168
10.68566,12.68311
17.0586,10.6086
11.5919,13.140203
5.3113,11.4296
6.7561,17.2984
10.3663,19.6774
6.8434,10.9702
10.922,3.4685
20.7261,6.8267
10.3233,12.73778
17.7716,19.3243
20.3847,9.7526
14.096,15.9101
11.76898,16.8841
11.15265,13.49968
16.2236,5.583
12.43761,16.3751
5.9221,17.9525
11.95269,14.1928
14.6687,17.539
4.4678,18.736
10.3183,2.131
7.6575,10.2666
13.5599,7.6127
16.5892,17.9489
15.3301,17.2576
11.69597,13.24629
17.7003,21.3998
11.04745,11.555
13.7609,3.4067
8.8579,22.5449
11.489871,4.3372
13.9444,17.592
6.8037,11.302
17.5484,19.6162
11.50334,13.024403
15.6147,14.4673
6.1791,10.5479
20.8847,14.05912
2.2584,14.247
11.19403,13.084152
21.1122,9.4174
14.3589,8.9493
10.4376,22.3829
15.6089,16.1566
11.57533,13.122713
20.4184,10.4897
10.94898,12.80299
11.477561,15.034
13.5835,10.1069
9.4275,14.4136
7.5492,16.2574
11.28723,11.7595
14.976,10.516
10.98425,12.49818
